source_file,record_count,processed_date
PA_violations_20250813_085603.csv,1,2025-09-01
PA_violations_20250825_082219.csv,1,2025-09-01
MD_violations_20250804_090008.csv,1,2025-09-01
VA_violations_20250824_081744.csv,1,2025-09-01
VA_violations_20250803_173741.csv,1,2025-09-01
VA_violations_20250803_181117.csv,1,2025-09-01
MD_violations_20250828_082003.csv,1,2025-09-01
MD_violations_20250810_084818.csv,1,2025-09-01
PA_violations_20250828_082003.csv,1,2025-09-01
MD_violations_20250821_082038.csv,1,2025-09-01
MD_violations_20250808_085833.csv,1,2025-09-01
PA_violations_20250822_082040.csv,1,2025-09-01
MD_violations_20250815_082120.csv,1,2025-09-01
VA_violations_20250809_084904.csv,1,2025-09-01
PA_violations_20250812_085411.csv,1,2025-09-01
MD_violations_20250820_082048.csv,1,2025-09-01
PA_violations_20250820_082048.csv,1,2025-09-01
MD_violations_20250803_181117.csv,1,2025-09-01
VA_violations_20250803_152951.csv,1,2025-09-01
MD_violations_20250829_081942.csv,1,2025-09-01
PA_violations_20250823_081801.csv,1,2025-09-01
MD_violations_20250803_173741.csv,1,2025-09-01
PA_violations_20250831_081745.csv,1,2025-09-01
PA_violations_20250807_085914.csv,1,2025-09-01
VA_violations_20250808_085833.csv,1,2025-09-01
VA_violations_20250813_085603.csv,1,2025-09-01
MD_violations_20250814_085501.csv,1,2025-09-01
PA_violations_20250819_082053.csv,1,2025-09-01
VA_violations_20250807_085914.csv,1,2025-09-01
VA_violations_20250830_081735.csv,1,2025-09-01
MD_violations_20250825_082219.csv,1,2025-09-01
VA_violations_20250822_082040.csv,1,2025-09-01
PA_violations_20250803_152951.csv,1,2025-09-01
MD_violations_20250818_082349.csv,1,2025-09-01
PA_violations_20250817_081943.csv,1,2025-09-01
MD_violations_20250827_082010.csv,1,2025-09-01
VA_violations_20250805_085948.csv,1,2025-09-01
MD_violations_20250822_082040.csv,1,2025-09-01
PA_violations_20250804_090008.csv,1,2025-09-01
VA_violations_20250818_082349.csv,1,2025-09-01
MD_violations_20250809_084904.csv,1,2025-09-01
VA_violations_20250828_082003.csv,1,2025-09-01
VA_violations_20250825_082219.csv,1,2025-09-01
VA_violations_20250810_084818.csv,1,2025-09-01
MD_violations_20250831_081745.csv,1,2025-09-01
PA_violations_20250814_085501.csv,1,2025-09-01
VA_violations_20250812_085411.csv,1,2025-09-01
VA_violations_20250827_082010.csv,1,2025-09-01
PA_violations_20250830_081735.csv,1,2025-09-01
VA_violations_20250804_090008.csv,1,2025-09-01
PA_violations_20250826_082143.csv,1,2025-09-01
MD_violations_20250817_081943.csv,1,2025-09-01
PA_violations_20250803_173741.csv,1,2025-09-01
MD_violations_20250812_085411.csv,1,2025-09-01
VA_violations_20250806_090018.csv,1,2025-09-01
VA_violations_20250821_082038.csv,1,2025-09-01
MD_violations_20250805_085948.csv,1,2025-09-01
MD_violations_20250830_081735.csv,1,2025-09-01
MD_violations_20250816_081918.csv,1,2025-09-01
MD_violations_20250819_082053.csv,1,2025-09-01
PA_violations_20250816_081918.csv,1,2025-09-01
PA_violations_20250827_082010.csv,1,2025-09-01
VA_violations_20250816_081918.csv,1,2025-09-01
PA_violations_20250803_181117.csv,1,2025-09-01
PA_violations_20250815_082120.csv,1,2025-09-01
MD_violations_20250803_152951.csv,1,2025-09-01
PA_violations_20250811_085717.csv,1,2025-09-01
VA_violations_20250831_081745.csv,1,2025-09-01
VA_violations_20250823_081801.csv,1,2025-09-01
MD_violations_20250811_085717.csv,1,2025-09-01
MD_violations_20250806_090018.csv,1,2025-09-01
MD_violations_20250807_085914.csv,1,2025-09-01
VA_violations_20250815_082120.csv,1,2025-09-01
PA_violations_20250818_082349.csv,1,2025-09-01
MD_violations_20250823_081801.csv,1,2025-09-01
PA_violations_20250809_084904.csv,1,2025-09-01
MD_violations_20250813_085603.csv,1,2025-09-01
PA_violations_20250829_081942.csv,1,2025-09-01
PA_violations_20250808_085833.csv,1,2025-09-01
VA_violations_20250817_081943.csv,1,2025-09-01
VA_violations_20250811_085717.csv,1,2025-09-01
VA_violations_20250814_085501.csv,1,2025-09-01
PA_violations_20250821_082038.csv,1,2025-09-01
PA_violations_20250806_090018.csv,1,2025-09-01
MD_violations_20250826_082143.csv,1,2025-09-01
WV_violations_20250803_152951.csv,1,2025-09-01
VA_violations_20250829_081942.csv,1,2025-09-01
VA_violations_20250820_082048.csv,1,2025-09-01
VA_violations_20250819_082053.csv,1,2025-09-01
VA_violations_20250826_082143.csv,1,2025-09-01
MD_violations_20250824_081744.csv,1,2025-09-01
PA_violations_20250810_084818.csv,1,2025-09-01
PA_violations_20250824_081744.csv,1,2025-09-01
PA_violations_20250805_085948.csv,1,2025-09-01
