source_file,record_count,processed_date
PA_violations_20250813_085603.csv,1,2025-10-01
PA_violations_20250930_082112.csv,1,2025-10-01
VA_violations_20250831_081745.csv,1,2025-10-01
PA_violations_20250917_081946.csv,1,2025-10-01
VA_violations_20250830_081735.csv,1,2025-10-01
MD_violations_20250817_081943.csv,1,2025-10-01
MD_violations_20250922_082113.csv,1,2025-10-01
MD_violations_20250827_082010.csv,1,2025-10-01
VA_violations_20250814_085501.csv,1,2025-10-01
MD_violations_20250903_081946.csv,1,2025-10-01
VA_violations_20250826_082143.csv,1,2025-10-01
MD_violations_20250919_081937.csv,1,2025-10-01
PA_violations_20250828_082003.csv,1,2025-10-01
MD_violations_20250822_082040.csv,1,2025-10-01
PA_violations_20250819_082053.csv,1,2025-10-01
VA_violations_20250908_082154.csv,1,2025-10-01
VA_violations_20250925_082015.csv,1,2025-10-01
MD_violations_20250808_085833.csv,1,2025-10-01
PA_violations_20250901_082208.csv,1,2025-10-01
MD_violations_20250803_181117.csv,1,2025-10-01
VA_violations_20250806_090018.csv,1,2025-10-01
VA_violations_20250923_082008.csv,1,2025-10-01
VA_violations_20250926_082118.csv,1,2025-10-01
VA_violations_20250905_081944.csv,1,2025-10-01
PA_violations_20250916_082049.csv,1,2025-10-01
PA_violations_20250914_081719.csv,1,2025-10-01
PA_violations_20250808_085833.csv,1,2025-10-01
PA_violations_20250923_082008.csv,1,2025-10-01
PA_violations_20250821_082038.csv,1,2025-10-01
VA_violations_20250906_081702.csv,1,2025-10-01
MD_violations_20250929_082214.csv,1,2025-10-01
MD_violations_20250819_082053.csv,1,2025-10-01
VA_violations_20250915_082030.csv,1,2025-10-01
PA_violations_20250904_081937.csv,1,2025-10-01
MD_violations_20250823_081801.csv,1,2025-10-01
PA_violations_20250803_181117.csv,1,2025-10-01
VA_violations_20250808_085833.csv,1,2025-10-01
MD_violations_20250830_081735.csv,1,2025-10-01
PA_violations_20250820_082048.csv,1,2025-10-01
VA_violations_20250902_082045.csv,1,2025-10-01
MD_violations_20250902_082045.csv,1,2025-10-01
PA_violations_20250912_081918.csv,1,2025-10-01
VA_violations_20250803_152951.csv,1,2025-10-01
MD_violations_20250820_082048.csv,1,2025-10-01
PA_violations_20250919_081937.csv,1,2025-10-01
MD_violations_20250911_082000.csv,1,2025-10-01
MD_violations_20250925_082015.csv,1,2025-10-01
PA_violations_20250814_085501.csv,1,2025-10-01
VA_violations_20250803_173741.csv,1,2025-10-01
VA_violations_20250820_082048.csv,1,2025-10-01
PA_violations_20250913_081704.csv,1,2025-10-01
VA_violations_20250909_082048.csv,1,2025-10-01
PA_violations_20250915_082030.csv,1,2025-10-01
VA_violations_20250812_085411.csv,1,2025-10-01
MD_violations_20250913_081704.csv,1,2025-10-01
MD_violations_20250904_081937.csv,1,2025-10-01
PA_violations_20250825_082219.csv,1,2025-10-01
PA_violations_20250924_082036.csv,1,2025-10-01
MD_violations_20250910_082008.csv,1,2025-10-01
VA_violations_20250803_181117.csv,1,2025-10-01
MD_violations_20250818_082349.csv,1,2025-10-01
PA_violations_20250822_082040.csv,1,2025-10-01
VA_violations_20250912_081918.csv,1,2025-10-01
VA_violations_20250822_082040.csv,1,2025-10-01
VA_violations_20250930_082112.csv,1,2025-10-01
VA_violations_20250927_081709.csv,1,2025-10-01
VA_violations_20250919_081937.csv,1,2025-10-01
MD_violations_20250825_082219.csv,1,2025-10-01
MD_violations_20250815_082120.csv,1,2025-10-01
PA_violations_20250807_085914.csv,1,2025-10-01
VA_violations_20250928_081704.csv,1,2025-10-01
VA_violations_20250816_081918.csv,1,2025-10-01
VA_violations_20250828_082003.csv,1,2025-10-01
VA_violations_20250815_082120.csv,1,2025-10-01
PA_violations_20250906_081702.csv,1,2025-10-01
PA_violations_20250806_090018.csv,1,2025-10-01
VA_violations_20250807_085914.csv,1,2025-10-01
PA_violations_20250803_173741.csv,1,2025-10-01
PA_violations_20250925_082015.csv,1,2025-10-01
VA_violations_20250818_082349.csv,1,2025-10-01
VA_violations_20250904_081937.csv,1,2025-10-01
MD_violations_20250907_081653.csv,1,2025-10-01
PA_violations_20250817_081943.csv,1,2025-10-01
PA_violations_20250908_082154.csv,1,2025-10-01
MD_violations_20250806_090018.csv,1,2025-10-01
PA_violations_20250823_081801.csv,1,2025-10-01
MD_violations_20250821_082038.csv,1,2025-10-01
PA_violations_20250826_082143.csv,1,2025-10-01
VA_violations_20250918_081926.csv,1,2025-10-01
MD_violations_20250804_090008.csv,1,2025-10-01
MD_violations_20250831_081745.csv,1,2025-10-01
MD_violations_20250826_082143.csv,1,2025-10-01
VA_violations_20250824_081744.csv,1,2025-10-01
PA_violations_20250818_082349.csv,1,2025-10-01
MD_violations_20250926_082118.csv,1,2025-10-01
VA_violations_20250804_090008.csv,1,2025-10-01
PA_violations_20250811_085717.csv,1,2025-10-01
PA_violations_20250911_082000.csv,1,2025-10-01
PA_violations_20250920_081732.csv,1,2025-10-01
WV_violations_20250803_152951.csv,1,2025-10-01
PA_violations_20250903_081946.csv,1,2025-10-01
VA_violations_20250819_082053.csv,1,2025-10-01
VA_violations_20250913_081704.csv,1,2025-10-01
VA_violations_20250921_081637.csv,1,2025-10-01
VA_violations_20250903_081946.csv,1,2025-10-01
MD_violations_20250906_081702.csv,1,2025-10-01
PA_violations_20250907_081653.csv,1,2025-10-01
VA_violations_20250929_082214.csv,1,2025-10-01
MD_violations_20250803_173741.csv,1,2025-10-01
VA_violations_20250809_084904.csv,1,2025-10-01
VA_violations_20250911_082000.csv,1,2025-10-01
PA_violations_20250902_082045.csv,1,2025-10-01
PA_violations_20250805_085948.csv,1,2025-10-01
PA_violations_20250910_082008.csv,1,2025-10-01
VA_violations_20250924_082036.csv,1,2025-10-01
MD_violations_20250921_081637.csv,1,2025-10-01
PA_violations_20250804_090008.csv,1,2025-10-01
MD_violations_20250828_082003.csv,1,2025-10-01
PA_violations_20250921_081637.csv,1,2025-10-01
PA_violations_20250926_082118.csv,1,2025-10-01
VA_violations_20250805_085948.csv,1,2025-10-01
PA_violations_20250929_082214.csv,1,2025-10-01
PA_violations_20250812_085411.csv,1,2025-10-01
VA_violations_20250901_082208.csv,1,2025-10-01
MD_violations_20250916_082049.csv,1,2025-10-01
PA_violations_20250831_081745.csv,1,2025-10-01
MD_violations_20250927_081709.csv,1,2025-10-01
PA_violations_20250829_081942.csv,1,2025-10-01
MD_violations_20250918_081926.csv,1,2025-10-01
MD_violations_20250824_081744.csv,1,2025-10-01
MD_violations_20250816_081918.csv,1,2025-10-01
MD_violations_20250917_081946.csv,1,2025-10-01
MD_violations_20250812_085411.csv,1,2025-10-01
MD_violations_20250829_081942.csv,1,2025-10-01
PA_violations_20250809_084904.csv,1,2025-10-01
PA_violations_20250918_081926.csv,1,2025-10-01
MD_violations_20250809_084904.csv,1,2025-10-01
VA_violations_20250813_085603.csv,1,2025-10-01
MD_violations_20250803_152951.csv,1,2025-10-01
MD_violations_20250928_081704.csv,1,2025-10-01
MD_violations_20250912_081918.csv,1,2025-10-01
PA_violations_20250927_081709.csv,1,2025-10-01
VA_violations_20250914_081719.csv,1,2025-10-01
MD_violations_20250905_081944.csv,1,2025-10-01
MD_violations_20250811_085717.csv,1,2025-10-01
PA_violations_20250928_081704.csv,1,2025-10-01
MD_violations_20250920_081732.csv,1,2025-10-01
VA_violations_20250823_081801.csv,1,2025-10-01
VA_violations_20250817_081943.csv,1,2025-10-01
VA_violations_20250907_081653.csv,1,2025-10-01
VA_violations_20250810_084818.csv,1,2025-10-01
MD_violations_20250908_082154.csv,1,2025-10-01
MD_violations_20250915_082030.csv,1,2025-10-01
VA_violations_20250920_081732.csv,1,2025-10-01
MD_violations_20250914_081719.csv,1,2025-10-01
MD_violations_20250924_082036.csv,1,2025-10-01
PA_violations_20250810_084818.csv,1,2025-10-01
MD_violations_20250805_085948.csv,1,2025-10-01
VA_violations_20250916_082049.csv,1,2025-10-01
MD_violations_20250923_082008.csv,1,2025-10-01
MD_violations_20250930_082112.csv,1,2025-10-01
VA_violations_20250829_081942.csv,1,2025-10-01
MD_violations_20250807_085914.csv,1,2025-10-01
PA_violations_20250827_082010.csv,1,2025-10-01
MD_violations_20250813_085603.csv,1,2025-10-01
MD_violations_20250909_082048.csv,1,2025-10-01
PA_violations_20250905_081944.csv,1,2025-10-01
PA_violations_20250824_081744.csv,1,2025-10-01
VA_violations_20250827_082010.csv,1,2025-10-01
PA_violations_20250803_152951.csv,1,2025-10-01
VA_violations_20250910_082008.csv,1,2025-10-01
PA_violations_20250816_081918.csv,1,2025-10-01
VA_violations_20250821_082038.csv,1,2025-10-01
VA_violations_20250825_082219.csv,1,2025-10-01
VA_violations_20250917_081946.csv,1,2025-10-01
VA_violations_20250922_082113.csv,1,2025-10-01
PA_violations_20250815_082120.csv,1,2025-10-01
MD_violations_20250814_085501.csv,1,2025-10-01
PA_violations_20250830_081735.csv,1,2025-10-01
PA_violations_20250922_082113.csv,1,2025-10-01
MD_violations_20250901_082208.csv,1,2025-10-01
PA_violations_20250909_082048.csv,1,2025-10-01
MD_violations_20250810_084818.csv,1,2025-10-01
VA_violations_20250811_085717.csv,1,2025-10-01
